flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,22.629539,0.77716899,0.00054345418,0.009985222,-0.34690548,0.9379001
1,1,1.0424056,-26.379213,-24.888917,0.0081174841,-0.0058400729,0.87941384,-0.47605809
2,1,1.046261,-3.4453458,16.067597,0.0093661923,0.0035034901,0.84303011,0.53786637
3,1,0.99121082,22.448473,-10.267208,-0.0066680674,0.0074523068,-0.63323702,0.77395793
4,1,1.0084616,-11.188701,19.24286,-0.0085303132,-0.0052185973,-0.8841425,-0.46721734
5,1,1.0384703,27.908899,20.800532,-0.0099796012,0.00063840359,-0.99848223,0.0550749
6,1,1.0069298,-21.824333,13.378588,-0.0089541377,0.0044523497,-0.88660025,0.46253647
7,1,0.9705324,25.682229,0.98332227,-0.0081948463,0.0057310116,-0.85424853,0.51986484
8,1,1.0272109,8.5546155,-9.7900679,0.0094577366,0.003248264,0.94638976,0.32302697
9,1,1.0063998,-7.165843,-7.2913025,-0.0075548325,-0.0065516797,-0.57104489,-0.82091884
10,1,0.97662792,3.6545617,4.1185476,0.0034166542,-0.0093982165,-0.052261285,-0.99863345
11,1,0.96098683,17.647969,-22.277524,-0.0060414804,-0.007968721,-0.64762302,-0.76196091
12,1,1.0499565,14.146412,-12.880585,-0.0072711331,-0.0068651747,-0.41461365,-0.90999754
13,1,0.95467452,24.043669,28.107385,0.0084509975,-0.0053460865,0.9205152,-0.39070674
14,1,0.97427692,-27.305988,-17.22529,0.0006639235,-0.0099779359,0.1320204,-0.991247
15,1,0.99898403,11.519173,-19.624874,-0.009417945,-0.0033618911,-0.86308397,-0.50506046
16,1,0.95761294,-23.31593,24.828808,0.0021666517,0.0097624597,0.32183243,0.94679664
17,1,0.95978179,-27.534316,23.223302,-0.0099924596,-0.00038826598,-0.9987253,-0.050475392
18,1,1.0371858,-19.0927,18.470325,0.0045086301,0.0089259316,0.42383431,0.90573974
19,1,1.0312398,7.567817,11.670378,0.0047837126,0.0087815769,0.43590602,0.89999219
20,1,0.98688408,-0.39365506,-18.846999,-0.0093401095,-0.0035724437,-0.84575671,-0.53356872
21,1,0.9707368,6.4538603,-2.3118743,-0.0016009075,-0.009871023,-0.1161957,-0.99322634
22,1,0.99668659,-14.437578,0.37222182,-0.0068706365,0.0072659724,-0.68666811,0.72697105
23,1,1.0146192,-12.559497,28.354381,0.0091558179,-0.004021318,0.99563294,0.093354416
24,1,0.97374971,-9.2438771,-23.235608,0.0076084883,-0.0064892916,0.74944316,-0.66206869
25,1,1.0347672,28.183877,6.1360381,-0.009903845,0.0013834211,-0.87558164,0.48307017
26,1,1.0330823,-5.8185716,-12.324709,-0.0054318335,0.008396141,-0.32959047,0.944124
27,1,1.0278581,14.942993,13.521778,-0.0014781274,-0.0098901537,0.076106235,-0.99709971
28,1,1.0096798,-5.4250816,19.840933,-0.0098762043,-0.0015686265,-0.96057988,0.27800414
29,1,1.0289109,-6.0655834,-22.297741,-0.0027138268,-0.0096247153,-0.22886583,-0.97345798
30,1,0.95568623,19.225263,-8.4442337,0.0011689546,-0.0099314422,0.063771846,-0.9979645
31,1,0.96381024,-8.0105605,16.523856,0.007757871,0.0063099475,0.92003837,0.39182828
32,1,1.0429887,-22.321567,-2.2881093,0.0014333178,0.0098967469,0.23926516,0.97095426
33,1,0.98749679,28.539925,2.9740562,0.0058653997,-0.0080992028,0.86959415,-0.49376716
34,1,0.98452572,-4.4068818,12.416918,0.0099876701,-0.00049643322,0.93692147,-0.34953993
35,1,1.0117439,1.9025895,-5.0899462,0.0096750102,0.0025286713,0.76956803,0.63856483
36,1,0.98950919,-21.100605,-4.8845696,-0.0041151481,0.0091140307,-0.60511615,0.7961372
37,1,1.0185412,-13.562268,27.937879,0.0087159651,-0.0049022395,0.67882927,-0.73429614
38,1,1.0340315,-18.311598,15.210306,-0.0099111307,0.0013302214,-0.85900558,0.51196622
39,1,1.0167617,16.216002,-2.780207,0.0061414009,0.0078919703,0.94119651,0.33785964
40,1,1.0037249,-22.707607,-2.2741034,-0.0058417753,-0.008116259,-0.47651012,-0.87916899
41,1,0.95783876,19.268029,-21.374066,-0.0076437069,0.0064477706,-0.83355236,0.55244046
42,1,0.98733083,1.676042,6.9399281,-0.009531898,-0.0030237262,-0.78333458,-0.6216003
43,1,0.98721556,-12.583609,21.003546,0.0090851509,0.0041785204,0.96430889,0.26477986
44,1,0.98280644,-16.373016,19.255458,0.0053438191,0.0084524315,0.021002172,0.99977943
45,1,0.98398841,2.6229153,6.2559041,-0.0016696604,0.0098596265,-0.17231662,0.98504161
46,1,0.95607077,-19.398357,27.079358,-0.00082392922,0.0099659992,0.051476259,0.99867422
47,1,1.0130859,11.309638,-20.129059,-0.0063962714,-0.0076868532,-0.5391343,-0.84221981
48,1,1.0395539,25.277472,-3.8163365,-0.0076000762,-0.0064991416,-0.89602724,-0.44399907
49,1,0.96143082,-10.655125,-19.091416,0.0048331012,-0.0087544921,0.22243154,-0.97494831
50,1,1.002714,-19.297631,-18.300621,-0.0077301967,-0.0063438205,-0.51363997,-0.85800582
51,1,0.99723825,4.3191586,1.4205681,-0.003854337,-0.0092273553,-0.32268916,-0.946505
52,1,1.0186965,-23.474086,-1.6858934,-0.00856108,-0.0051679695,-0.79348354,-0.60859171
53,1,0.99079646,-9.8268162,-23.133809,0.0096219359,-0.0027236646,0.94743931,-0.31993554
54,1,0.98520069,-0.84795703,-11.859542,0.0021658988,0.0097626268,0.22578032,0.97417824
55,1,0.97949902,3.1143034,-25.081956,-0.0056025911,0.0082831741,-0.68141208,0.73189998
56,1,1.0110863,-7.3664407,-15.356998,-0.007714965,-0.0063623356,-0.87571325,-0.48283155
57,1,0.97165462,17.159456,20.581019,0.0096967978,0.0024437906,0.93984896,0.3415903
