flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,22.618319,0.79159209,0.0095148463,0.0030769629,0.93031125,0.36677102
1,1,1.0424056,-26.387013,-24.890976,0.0005863752,0.0099827934,0.30930411,0.95096318
2,1,1.046261,-3.4592125,16.100438,0.0048420996,0.0087495184,0.33154542,0.94343926
3,1,0.99121082,22.421165,-10.248813,0.0091535109,0.0040265666,0.7981166,0.60250302
4,1,1.0084616,-11.14366,19.197755,-0.003559508,0.009345047,-0.42989944,0.90287677
5,1,1.0384703,27.869522,20.826636,0.0054392757,0.0083913217,0.19243109,0.98131049
6,1,1.0069298,-21.811986,13.319767,-0.0097839415,0.0020674836,-0.95410817,0.2994622
7,1,0.9705324,25.739267,0.94878242,0.00914888,-0.0040370775,0.91772335,-0.39722015
8,1,1.0272109,8.539407,-9.7758144,0.0098119832,0.0019300224,0.99959464,0.028470222
9,1,1.0063998,-7.1600325,-7.2457157,0.0092353929,-0.0038350382,0.84764414,-0.53056518
10,1,0.97662792,3.677478,4.1277821,-0.0098939201,0.0014527028,-0.99020231,0.13964023
11,1,0.96098683,17.63336,-22.245887,0.0099067457,-0.0013624936,0.93567108,-0.35287339
12,1,1.0499565,14.139535,-12.917652,-0.0093737574,0.0034831986,-0.82105975,0.57084226
13,1,0.95467452,24.007701,28.104192,0.0027485093,0.0096148685,0.30635604,0.951917
14,1,0.97427692,-27.307562,-17.292037,-0.0071247526,0.0070169723,-0.87007009,0.49292803
15,1,0.99898403,11.553109,-19.636364,-0.0012315498,0.0099238745,-0.16318091,0.98659616
16,1,0.95761294,-23.294881,24.868458,0.0097339419,0.0022913697,0.82898871,0.55926534
17,1,0.95978179,-27.533259,23.25946,0.0095200016,-0.0030609753,0.99673129,-0.080788191
18,1,1.0371858,-19.079513,18.510183,-0.0025047439,0.0096812323,-0.21308191,0.97703434
19,1,1.0312398,7.6397289,11.655511,-0.00092770014,0.0099568756,-0.059277255,0.99824156
20,1,0.98688408,-0.35260628,-18.827755,-0.0015461504,-0.0098797479,0.077255348,-0.99701134
21,1,0.9707368,6.411938,-2.2934905,0.0080878333,0.0058810673,0.95927722,0.28246632
22,1,0.99668659,-14.489314,0.33355911,0.0033831915,-0.0094103143,0.3829585,-0.92376555
23,1,1.0146192,-12.551091,28.352044,0.0025317339,-0.0096742092,0.25903825,-0.96586706
24,1,0.97374971,-9.2067244,-23.324035,-0.0040411149,0.0091470974,-0.66130895,0.75011364
25,1,1.0347672,28.208267,6.0858293,0.004572133,-0.0088935707,0.33630159,-0.94175434
26,1,1.0330823,-5.7598947,-12.305223,-0.0095279798,-0.0030360503,-0.77331935,-0.6340167
27,1,1.0278581,14.985406,13.542598,0.0039316845,-0.0091946646,0.49610386,-0.86826319
28,1,1.0096798,-5.4170418,19.901981,-0.0095349243,-0.0030141696,-0.96806343,-0.25070541
29,1,1.0289109,-6.1341324,-22.323113,-0.0045825669,-0.0088881989,-0.69022448,-0.7235953
30,1,0.95568623,19.212789,-8.3913079,0.0057472233,-0.0081834849,0.68593781,-0.72766017
31,1,0.96381024,-7.9979687,16.517489,0.0061080403,-0.0079178181,0.59070448,-0.80688798
32,1,1.0429887,-22.279394,-2.2832913,-0.0056609155,0.0082434238,-0.65392017,0.75656356
33,1,0.98749679,28.509262,2.992766,0.0052891813,0.0084867285,0.41611518,0.90931192
34,1,0.98452572,-4.4161755,12.428618,0.0083666639,0.0054771284,0.95438043,0.29859336
35,1,1.0117439,1.8717944,-5.0859286,-0.0065470903,0.00755881,-0.54452824,0.83874251
36,1,0.98950919,-21.113885,-4.9085744,-0.0096218123,0.0027241013,-0.83484947,0.55047831
37,1,1.0185412,-13.538356,27.900115,0.0093609506,0.0035174713,0.96747904,0.2529512
38,1,1.0340315,-18.318871,15.17677,0.0082302146,0.0056801027,0.77928531,0.62666929
39,1,1.0167617,16.239286,-2.7489457,0.0017060412,-0.0098533965,0.15830241,-0.98739068
40,1,1.0037249,-22.688139,-2.2793982,-0.0057715,-0.0081663816,-0.41416943,-0.9101998
41,1,0.95783876,19.293001,-21.357228,-0.0096331396,-0.0026837699,-0.99690099,-0.078666471
42,1,0.98733083,1.7055955,6.927221,-0.00094988994,-0.0099547832,-0.12958932,-0.99156775
43,1,0.98721556,-12.623697,21.021711,0.0094287494,-0.0033314688,0.94757269,-0.31954028
44,1,0.98280644,-16.349746,19.245427,0.00088692004,0.009960591,0.10514769,0.99445662
45,1,0.98398841,2.6794313,6.2588449,0.00010025227,-0.0099994975,-0.049254994,-0.99878624
46,1,0.95607077,-19.40153,27.033381,-0.00469412,-0.0088297926,-0.15949567,-0.98719863
47,1,1.0130859,11.314457,-20.089039,-0.0077300227,-0.0063440325,-0.54415922,-0.83898197
48,1,1.0395539,25.261426,-3.825375,-0.005078006,-0.0086147464,-0.37780041,-0.92588706
49,1,0.96143082,-10.670668,-19.105597,-0.0068559403,0.0072798408,-0.73257542,0.68068587
50,1,1.002714,-19.29758,-18.32769,-0.0034073301,-0.009401601,-0.43653658,-0.89968651
51,1,0.99723825,4.3684625,1.3863862,-0.0091629493,0.0040050419,-0.96159358,0.27447728
52,1,1.0186965,-23.488617,-1.6833523,-0.009352819,0.0035390362,-0.91145658,0.41139629
53,1,0.99079646,-9.7903878,-23.131099,0.0099036808,0.0013845965,0.99572998,-0.092313649
54,1,0.98520069,-0.87124685,-11.941348,0.00017368749,0.0099984915,0.25850149,0.96601086
55,1,0.97949902,3.140417,-25.052361,-0.0049596823,-0.0086834067,-0.23550264,-0.97187371
56,1,1.0110863,-7.3811638,-15.37639,0.0082518618,0.0056486084,0.88870459,0.45848027
57,1,0.97165462,17.11307,20.602189,0.0099407897,-0.0010866,0.98461997,-0.17470981
58,1,1.0362705,-26.997961,15.170778,0.0084812797,-0.0052979141,0.97261802,-0.23240954
59,1,0.96054579,-5.638634,-1.6620431,-0.0084718972,-0.0053129048,-0.92456865,-0.3810155
60,1,0.98041097,-12.070922,29.01911,0.0025241408,0.0096761931,0.28560636,0.95834702
61,1,0.99441395,-24.83627,-5.0467565,0.0033670676,0.0094160956,-0.12424328,0.99225179
62,1,1.011565,-10.343513,12.05768,-0.00041872617,0.0099912296,0.19676413,0.98045085
63,1,1.0038072,-14.385849,21.868958,0.0049632291,-0.0086813799,0.58135219,-0.81365203
64,1,0.98786225,-15.819608,-1.4328694,0.0098079174,0.0019505783,0.9839778,0.17829104
65,1,0.95870647,18.946441,12.667129,-0.0023029844,0.0097312005,-0.23345827,0.97236682
66,1,1.0385704,-29.053713,-22.485535,-0.0044263331,-0.0089670271,-0.37812205,-0.92575575
67,1,0.9613529,-22.188417,-14.191011,-0.006041175,0.0079689526,-0.372171,0.92816418
68,1,0.98395482,29.339,29.478957,-0.0099996883,7.8958171e-05,-0.99523194,-0.09753654
69,1,1.0137816,-15.99075,25.157206,-0.0099931931,-0.00036890627,-0.99947484,0.032404304
70,1,1.0002702,15.067951,27.343126,0.0021822676,-0.0097589809,-0.061379847,-0.99811448
71,1,1.0105499,27.285233,-0.84073483,0.0082451456,-0.0056584073,0.80064498,-0.59913907
72,1,1.0253765,-1.0991013,-19.204295,0.0093721856,0.0034874255,0.99268248,0.12075382
73,1,1.0225328,-26.238189,0.13418876,0.006264601,0.0077945349,0.62697314,0.77904088
74,1,0.99848126,-20.910525,1.40311,0.0096091904,-0.0027682954,0.98848865,0.15129501
75,1,0.96637107,4.291585,25.838648,-0.0095222694,-0.0030539131,-0.99951057,-0.031282848
76,1,0.98630356,-26.359123,3.024287,0.0087525536,0.004836611,0.97211928,0.23448689
77,1,1.0338319,-25.991324,8.950131,-0.0028234438,-0.0095931312,-0.14058029,-0.99006928
78,1,0.98664888,12.288065,25.381012,-0.0078510271,-0.0061936559,-0.87007018,-0.49292787
79,1,1.0003352,-3.3356731,-16.42274,-0.0031571432,-0.0094885429,0.2076548,-0.97820217
80,1,0.99181842,-12.646695,19.530112,0.0066507591,-0.0074677576,0.56503618,-0.82506613
81,1,1.0280195,-0.43048993,0.63835647,-0.0089527822,-0.0044550747,-0.75034252,-0.66104925
82,1,1.0401036,-13.070842,-8.575738,0.0097302511,0.0023069924,0.99924371,0.038884592
83,1,1.0395979,-27.805251,-5.4800511,-0.0097717165,-0.0021245132,-0.97965005,-0.20071319
84,1,1.0210314,23.383126,-8.7760639,0.0080455794,-0.0059387416,0.69254579,-0.72137392
85,1,0.95706777,-11.397436,19.919796,0.0070568691,-0.0070852381,0.88439152,-0.46674579
86,1,0.96637245,3.1700962,10.214526,0.0080348823,-0.0059532063,0.76832075,-0.64006502
87,1,1.0281569,-15.613761,-26.983752,-0.0085192895,0.0052365738,-0.86649349,0.49918837
88,1,0.96085927,6.7187755,25.567267,0.009065091,-0.0042218627,0.79389931,-0.60804924
89,1,0.96441662,16.461865,-17.949573,-0.0061841227,-0.0078585385,-0.69310747,-0.72083426
