flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,22.561428,0.81892614,0.0096819981,-0.0025017818,0.97046536,-0.24124052
1,1,1.0424056,-26.395931,-24.882226,-0.0079055591,-0.0061238987,-0.78829376,-0.61529908
2,1,1.046261,-3.499568,16.098359,-0.0094192999,0.0033580931,-0.95807155,0.28652908
3,1,0.99121082,22.369738,-10.231044,-0.0066758666,-0.007445321,-0.60807319,-0.79388097
4,1,1.0084616,-11.10293,19.189764,-0.0099980608,0.00019692572,-0.97152493,0.23693734
5,1,1.0384703,27.905676,20.858751,-0.0060019723,-0.0079985204,-0.62229214,-0.78278508
6,1,1.0069298,-21.768977,13.352188,0.0079382204,-0.0060815012,0.66314461,-0.7484913
7,1,0.9705324,25.703006,0.95338037,-0.0099400411,0.0010934269,-0.99999768,-0.0021522606
8,1,1.0272109,8.5377788,-9.7594568,0.0086243628,-0.0050616564,0.84764258,-0.53056768
9,1,1.0063998,-7.1783219,-7.2683607,0.0066524769,-0.0074662274,0.63666342,-0.77114181
10,1,0.97662792,3.7008887,4.1409292,-0.0034408565,-0.0093893826,-0.2138472,-0.97686712
11,1,0.96098683,17.635486,-22.282369,0.0099555047,0.00094229845,0.95944575,0.28189333
12,1,1.0499565,14.17443,-12.927636,0.0077610955,0.0063059811,0.79229747,0.610135
13,1,0.95467452,23.981834,28.059064,0.0092416608,0.0038199092,0.96331754,0.26836414
14,1,0.97427692,-27.297471,-17.25127,4.4104524e-05,-0.0099999027,-0.18901601,-0.981974
15,1,0.99898403,11.534161,-19.666394,0.0031089538,-0.0095044414,0.28257058,-0.95924651
16,1,0.95761294,-23.301242,24.862868,-0.0074264878,0.0066968111,-0.84924465,0.52799955
17,1,0.95978179,-27.545332,23.227438,0.0028112273,-0.0095967183,0.41469585,-0.90996008
18,1,1.0371858,-19.089154,18.487625,0.0078886792,-0.0061456277,0.65985578,-0.75139228
19,1,1.0312398,7.6372903,11.618367,0.0043054172,-0.0090257068,0.58199743,-0.81319063
20,1,0.98688408,-0.36859146,-18.759938,0.0099473784,-0.0010245307,0.99994883,0.010116203
21,1,0.9707368,6.4238963,-2.2892588,-0.0013802752,-0.0099042839,-0.00050770013,-0.99999987
22,1,0.99668659,-14.481737,0.34895556,0.0083266557,-0.0055377617,0.72363859,-0.6901791
23,1,1.0146192,-12.51823,28.324426,-0.0012640466,0.0099197876,-0.27313791,0.96197489
