flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,22.633213,0.76267525,0.0051903112,0.0085475534,0.38203863,0.92414635
1,1,1.0424056,-26.406498,-24.881026,0.0081388326,0.0058102844,0.78805974,0.61559877
2,1,1.046261,-3.4595211,16.067348,0.0099328038,0.0011573279,0.96132546,0.2754149
3,1,0.99121082,22.426762,-10.265337,0.0099252958,0.001220042,0.97221241,0.23410046
4,1,1.0084616,-11.176017,19.196645,0.0085587316,0.0051718578,0.84693984,0.53168873
5,1,1.0384703,27.873275,20.824377,0.004612594,0.0088726533,0.557917,0.82989675
6,1,1.0069298,-21.793774,13.357411,0.0084259163,0.0053855302,0.76837279,0.64000254
7,1,0.9705324,25.711288,0.97450564,0.0099534926,0.00096331971,0.94624149,0.32346103
8,1,1.0272109,8.5556608,-9.7886021,0.0071363527,-0.0070051746,0.87280714,-0.48806525
9,1,1.0063998,-7.1646325,-7.2727714,-0.0099773954,-0.00067199747,-0.96969531,-0.24431743
10,1,0.97662792,3.6787469,4.0848863,0.0044863916,-0.0089371299,0.68530882,-0.72825258
11,1,0.96098683,17.629301,-22.244321,0.0069915463,0.0071497049,0.74256489,0.66977413
12,1,1.0499565,14.136603,-12.876212,0.0053837537,0.0084270514,0.65822541,0.7528209
13,1,0.95467452,24.020313,28.120913,-0.0058065304,-0.0081415112,-0.62807739,-0.77815088
14,1,0.97427692,-27.295327,-17.260524,-0.0040891606,0.00912572,-0.51527203,0.85702668
15,1,0.99898403,11.563098,-19.628381,-0.009178075,0.0039702569,-0.94398278,0.32999472
16,1,0.95761294,-23.276005,24.830401,0.0047322161,-0.0088094342,0.29554856,-0.95532772
17,1,0.95978179,-27.547039,23.230826,-0.0085256205,0.0052262602,-0.437405,0.89926463
18,1,1.0371858,-19.099243,18.45773,0.0047852238,-0.0087807535,0.32457181,-0.94586106
19,1,1.0312398,7.5998875,11.67815,-0.0092169841,-0.0038790726,-0.95065581,-0.31024754
20,1,0.98688408,-0.35662378,-18.854637,-0.0018739883,-0.0098228391,0.19623154,-0.98055759
21,1,0.9707368,6.4480777,-2.2859128,0.0028539573,-0.0095840976,0.29063285,-0.95683465
22,1,0.99668659,-14.454887,0.34851686,-0.0029267169,0.0095621299,-0.40349281,0.91498281
