flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,22.594398,0.81872686,-0.0095691103,0.0029038126,-0.99991828,0.012784144
1,1,1.0424056,-26.410178,-24.872157,-0.0097705882,-0.0021296962,-0.96852407,-0.24891994
2,1,1.046261,-3.4997463,16.101949,0.0069991364,-0.0071422749,0.54349199,-0.83941435
3,1,0.99121082,22.399838,-10.236871,-0.0030324657,-0.0095291212,-0.30790131,-0.9514183
4,1,1.0084616,-11.133224,19.207123,0.0034949561,-0.00936938,0.16239887,-0.98672519
5,1,1.0384703,27.905639,20.852307,-0.0098643105,0.0016417608,-0.99888625,-0.047183278
6,1,1.0069298,-21.774866,13.352175,0.0049592906,-0.0086836304,0.53575711,-0.84437214
7,1,0.9705324,25.699623,0.95857144,-0.0024699587,0.0096901653,-0.10643173,0.99432001
8,1,1.0272109,8.5380285,-9.7666252,-0.0093156212,0.0036358221,-0.94830089,0.31737268
9,1,1.0063998,-7.1537585,-7.2585658,0.008238384,0.0056682474,0.69285099,0.72108079
10,1,0.97662792,3.6958428,4.1620947,-0.0019621614,0.0098056067,-0.2981559,0.95451719
11,1,0.96098683,17.626847,-22.278214,0.0095284062,-0.0030347116,0.99625275,-0.08648967
12,1,1.0499565,14.157693,-12.906673,0.0028861279,-0.009574459,0.22955607,-0.97329544
13,1,0.95467452,23.977938,28.07748,-0.0012481641,-0.0099217985,0.097214395,-0.99526346
14,1,0.97427692,-27.272163,-17.25119,0.00053221438,-0.0099858273,-0.13193386,-0.99125852
15,1,0.99898403,11.511768,-19.660474,-0.0099901425,-0.0004439054,-0.99491752,-0.10069323
16,1,0.95761294,-23.308062,24.844229,-0.008925949,0.0045085955,-0.71891041,0.69510275
17,1,0.95978179,-27.538695,23.23764,0.00034477429,0.0099940548,0.089742126,0.99596503
18,1,1.0371858,-19.075937,18.493719,0.0075033228,-0.0066106086,0.75800772,-0.65224558
19,1,1.0312398,7.6523196,11.626066,-0.003456668,0.0093835732,-0.20685573,0.97837146
20,1,0.98688408,-0.33519733,-18.775629,0.0057448758,-0.008185133,0.57349863,-0.81920652
21,1,0.9707368,6.4343879,-2.2843383,-0.0036723929,0.009301265,-0.16812732,0.98576529
22,1,0.99668659,-14.47814,0.31798049,-0.0078800003,-0.006156752,-0.92145101,-0.38849458
23,1,1.0146192,-12.538275,28.348843,0.0018364444,-0.0098299274,0.19887568,-0.98002473
24,1,0.97374971,-9.2183224,-23.3174,-0.0098643888,-0.0016412903,-0.99507357,-0.09913922
25,1,1.0347672,28.205983,6.0459792,0.009383654,-0.0034564486,0.98015101,-0.19825237
26,1,1.0330823,-5.7452437,-12.307187,0.0074061546,-0.0067192911,0.60539478,-0.79592535
27,1,1.0278581,14.971736,13.545937,0.00032626218,0.0099946762,0.19080055,0.98162882
28,1,1.0096798,-5.4027571,19.90688,-0.0070013099,0.0071401442,-0.87782644,0.47897885
29,1,1.0289109,-6.1766721,-22.29081,0.0064482452,0.0076433065,0.50669665,0.86212441
30,1,0.95568623,19.214042,-8.3345586,0.0014507983,-0.0098941995,-0.049202504,-0.99878882
31,1,0.96381024,-8.0155141,16.506365,5.1875983e-05,0.0099998654,-0.01390507,0.99990332
32,1,1.0429887,-22.253068,-2.2840195,0.0087115121,-0.0049101484,0.87259419,-0.48844588
33,1,0.98749679,28.488986,3.0051037,0.00048121259,0.009988415,-0.018307155,0.99983241
34,1,0.98452572,-4.4071324,12.418701,-0.0056137888,0.0082755892,-0.48721528,0.8732819
35,1,1.0117439,1.9188052,-5.0602303,-0.0066083063,0.0075053506,-0.7536068,0.65732548
36,1,0.98950919,-21.115665,-4.9395953,-0.0016509161,0.0098627824,-0.08904343,0.99602774
37,1,1.0185412,-13.570455,27.871878,0.0082623031,0.0056333247,0.85872959,0.51242901
38,1,1.0340315,-18.347432,15.159126,-0.002729615,0.0096202496,-0.27538985,0.96133263
39,1,1.0167617,16.206024,-2.727083,-0.0097179314,0.0023583488,-0.99680998,0.079811462
40,1,1.0037249,-22.685968,-2.2713059,0.007338663,-0.0067929394,0.47145122,-0.88189214
41,1,0.95783876,19.308265,-21.352099,0.007306115,0.0068279341,0.69286542,0.72106693
42,1,0.98733083,1.7335879,6.9042691,-0.0093712068,-0.0034900548,-0.98379486,-0.17929771
43,1,0.98721556,-12.652263,21.008985,0.0031612681,-0.0094871694,0.28621893,-0.95816425
44,1,0.98280644,-16.386364,19.224751,0.001742951,-0.0098469346,0.51920855,-0.85464757
45,1,0.98398841,2.658282,6.2477688,0.007752771,-0.0063162127,0.36522224,-0.93092036
46,1,0.95607077,-19.350268,27.023636,0.004190783,0.009079501,0.51532542,0.85699458
47,1,1.0130859,11.33884,-20.12003,0.0036503583,0.0093099347,0.32215264,0.94668774
48,1,1.0395539,25.263365,-3.8458084,0.0045143796,0.0089230251,0.30499469,0.95235405
49,1,0.96143082,-10.649066,-19.106218,-0.0099999859,1.6816839e-05,-0.99173693,0.1282882
50,1,1.002714,-19.316191,-18.33483,-0.0024332231,0.0096994549,0.083160031,0.99653621
51,1,0.99723825,4.3529456,1.3592273,-0.0021705577,0.0097615921,-0.22334976,0.97473837
52,1,1.0186965,-23.502984,-1.7028999,-0.0012537574,0.0099210933,-0.11299199,0.9935959
53,1,0.99079646,-9.8188812,-23.121689,0.006494975,-0.0076036373,0.48866447,-0.87247179
54,1,0.98520069,-0.86167212,-11.945019,0.0098977591,0.0014263113,0.94433666,0.32898065
55,1,0.97949902,3.1417202,-25.03405,0.0097174441,-0.0023603561,0.98131099,-0.19242854
56,1,1.0110863,-7.4033373,-15.355529,-0.007892442,-0.0061407947,-0.92808067,-0.37237921
57,1,0.97165462,17.110147,20.590438,-0.0059004357,-0.0080737141,-0.48816135,-0.8727534
58,1,1.0362705,-26.984733,15.207416,0.0033374582,-0.0094266311,0.49045068,-0.87146895
59,1,0.96054579,-5.5975099,-1.6368278,-0.0013551036,0.0099077593,0.20134079,0.97952125
60,1,0.98041097,-12.057366,29.004584,0.00331918,-0.0094330824,0.42964252,-0.90299906
61,1,0.99441395,-24.827685,-5.020596,-0.0062655527,-0.0077937699,-0.65191124,-0.75829528
62,1,1.011565,-10.331187,12.034808,0.0030083791,0.0095367529,0.0052091375,0.99998643
63,1,1.0038072,-14.413567,21.87476,0.0099897216,0.00045327947,0.99999936,0.0011300439
64,1,0.98786225,-15.797631,-1.4582605,0.0025873336,-0.0096594878,0.40116067,-0.91600771
65,1,0.95870647,18.930944,12.685382,-0.0078483895,-0.0061969978,-0.61763329,-0.78646622
66,1,1.0385704,-29.078935,-22.511204,-0.0039117709,-0.0092031542,-0.4385087,-0.89872694
67,1,0.9613529,-22.200739,-14.216339,-0.0087292406,-0.0048785611,-0.86084366,-0.50886953
