flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.90365,11.059269,0.41698042,-0.0099997422,7.1808978e-05,-0.99952246,-0.030900632
1,1,1.1272169,-12.938655,-12.106136,-0.0080438903,-0.0059410293,-0.88832885,-0.45920785
2,1,1.1387831,-1.7216376,7.9541065,-0.0030803474,0.0095137511,-0.54797239,0.83649642
3,1,0.97363246,11.012055,-4.9771478,0.0099177975,0.0012795674,0.97056808,0.2408269
4,1,1.0253849,-5.4055041,9.4755491,-0.0089491378,0.0044623909,-0.96389557,0.26628056
5,1,1.1154108,13.703611,10.293678,0.0098098966,-0.0019406,0.99475392,0.10229679
6,1,1.0207894,-10.784395,6.6051836,-0.002375433,-0.0097137695,-0.4629009,-0.88641004
7,1,0.9115972,12.656086,0.39545563,-0.0026913552,-0.0096310232,-0.20495323,-0.97877177
8,1,1.0816327,4.1542787,-4.7604644,0.0015911455,0.0098726013,0.24003301,0.97076473
9,1,1.0191993,-3.5572952,-3.6000266,-0.0099393961,0.0010992744,-0.99237683,-0.12324055
10,1,0.92988376,1.7660499,2.0426108,-0.0099869765,0.00051019621,-0.99664662,0.081826104
11,1,0.8829605,8.6831973,-10.90947,0.0090157996,0.0043261249,0.87753564,0.47951141
12,1,1.1498694,6.9106059,-6.318022,-0.0073191858,0.006813921,-0.64755959,0.76201482
13,1,0.86402355,11.82594,13.755334,0.0055814458,0.0082974371,0.56049511,0.82815773
14,1,0.92283075,-13.379878,-8.5237079,-0.00045282068,0.0099897424,-0.21669827,0.97623863
15,1,0.99695209,5.6505774,-9.6910852,-0.0098414188,0.0017738309,-0.98925274,-0.14621564
16,1,0.87283883,-11.444523,12.218011,0.00018137898,0.0099983549,-0.13401201,0.99097971
17,1,0.87934537,-13.549448,11.477309,-0.0014307446,0.0098971193,0.039229278,0.99923024
18,1,1.1115574,-9.4562775,9.0434745,0.0079495981,0.006066621,0.89605582,0.44394141
19,1,1.0937195,3.7844032,5.7239155,0.0031137738,0.0095028634,0.15315139,0.98820274
