flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.90365,11.050279,0.41255639,0.0039611021,-0.0091820298,0.28858817,-0.95745332
1,1,1.1272169,-12.930857,-12.117738,-0.0088166126,0.0047188284,-0.86480332,0.50211076
2,1,1.1387831,-1.7259703,7.9450805,-0.00021822928,-0.0099976185,0.18991366,-0.98180079
3,1,0.97363246,10.985648,-5.0213419,-0.0094577571,0.0032482043,-0.85890247,0.51213919
4,1,1.0253849,-5.4128135,9.434335,0.0090606684,-0.004231346,0.89264141,-0.45076747
5,1,1.1154108,13.76906,10.293161,0.0030389833,0.0095270447,0.32194503,0.94675836
6,1,1.0207894,-10.758003,6.5933519,-0.0099999826,1.8679615e-05,-0.96647988,0.25674238
7,1,0.9115972,12.665883,0.38867533,-0.0099760405,-0.00069182025,-0.98673522,0.16233796
8,1,1.0816327,4.1666572,-4.7947738,0.0095920431,0.0028271379,0.92586415,0.37785655
9,1,1.0191993,-3.5202552,-3.5648158,-0.0079300235,0.0060921857,-0.74083613,0.67168581
10,1,0.92988376,1.7508428,2.0570889,-0.0099125883,-0.0013193158,-0.98254206,-0.18604061
11,1,0.8829605,8.7029145,-10.951159,-0.0039116435,-0.0092032084,-0.18046628,-0.98358117
12,1,1.1498694,6.8929449,-6.3640682,-0.0055470325,-0.0083204826,-0.67822511,-0.7348542
13,1,0.86402355,11.820754,13.823047,-0.0080986397,0.0058661772,-0.58152265,0.81353022
14,1,0.92283075,-13.352978,-8.5043839,0.0022839335,0.0097356894,0.32563125,0.94549685
15,1,0.99695209,5.6261977,-9.658309,0.0042589217,0.0090477393,0.32765693,0.94479677
16,1,0.87283883,-11.3927,12.18712,0.0089818021,-0.0043962747,0.94615447,-0.3237155
17,1,0.87934537,-13.561645,11.504796,-0.0042473563,-0.0090531743,-0.33971168,-0.94052962
18,1,1.1115574,-9.4530038,9.0522894,-0.0083602579,-0.0054869015,-0.66995869,-0.74239838
19,1,1.0937195,3.8170857,5.7704471,0.0072862838,-0.0068490925,0.71277616,-0.70139158
