flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.90365,11.084731,0.40596006,0.0096784944,-0.0025153023,0.88961906,-0.45670333
1,1,1.1272169,-12.945675,-12.141725,-0.0028857651,0.0095745684,-0.068750138,0.99763391
2,1,1.1387831,-1.7033859,7.9870724,0.0097082645,0.0023978326,0.98196804,-0.18904699
3,1,0.97363246,10.99658,-4.9681752,-0.0038135902,0.0092442701,-0.60300315,0.79773881
4,1,1.0253849,-5.419826,9.4841493,-0.007298466,0.0068361096,-0.40482068,0.9143961
5,1,1.1154108,13.684464,10.298663,0.0026314436,-0.0096475647,0.28721685,-0.95786559
6,1,1.0207894,-10.792922,6.5976913,0.0037573577,-0.0092672684,0.62326472,-0.78201093
7,1,0.9115972,12.641001,0.41423129,0.0011628226,0.0099321621,0.3110853,0.950382
8,1,1.0816327,4.1348493,-4.7553247,0.00093955407,0.0099557641,-0.19874455,0.98005133
9,1,1.0191993,-3.5223073,-3.5909743,-0.0023436432,-0.0097214884,-0.19141076,-0.98151002
10,1,0.92988376,1.7836263,2.0366068,0.0051779241,-0.008555063,0.70670294,-0.70751039
11,1,0.8829605,8.6570149,-10.938796,0.0098949197,0.001445878,0.96901678,0.24699491
12,1,1.1498694,6.9126007,-6.3287456,-0.0017519502,0.0098453375,-0.42187269,0.90665508
13,1,0.86402355,11.829619,13.768484,0.00928664,0.0037092206,0.56085187,0.82791616
14,1,0.92283075,-13.437274,-8.5317054,0.0024260841,-0.009701243,0.30171353,-0.95339863
15,1,0.99695209,5.653501,-9.692323,0.0067387129,-0.0073884875,0.72536012,-0.68836959
16,1,0.87283883,-11.455937,12.208855,-0.0040759922,-0.0091316092,-0.57998166,-0.81462953
17,1,0.87934537,-13.540739,11.484513,0.0047290398,-0.0088111397,0.62894374,-0.77745081
18,1,1.1115574,-9.4440913,9.0858992,-0.009959486,-0.00089924379,-0.99484236,0.10143313
19,1,1.0937195,3.770047,5.6906163,-0.0099389425,-0.0011033682,-0.87785238,-0.47893131
