flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,2.5139683,0.56196261,0.035573495,0.026349368,0.5318328,0.84684938
1,1,1.0424056,-5.7349703,-5.4635663,0.014869244,-0.21531367,-0.98505395,0.1722461
2,1,1.046261,-0.78542713,1.5224853,0.047798759,0.0082764715,0.44369721,-0.89617676
3,1,0.99121082,6.0181148,-3.2116626,0.046832876,-0.035855396,-0.59443842,-0.80414114
4,1,1.0084616,1.2704988,7.2949353,0.010391053,0.07937286,0.87498422,-0.48415145
5,1,1.0384703,5.3503654,2.3486889,0.031419337,0.005500944,-0.71584347,-0.69826079
6,1,1.0069298,-3.1101826,1.6315961,-0.032467551,0.023719185,0.90091311,-0.4339995
7,1,0.9705324,6.303757,0.56503419,0.035407664,-0.01550975,0.20953355,-0.97780146
8,1,1.0272109,0.63973578,-2.6083437,0.060575808,0.026062134,0.3245183,0.94587942
9,1,1.0063998,-1.8880946,-1.7944091,-0.039758057,0.011051351,-0.47670671,0.87906241
10,1,0.97662792,0.74173181,0.58207515,0.020858756,-0.01536606,-0.84553758,0.53391591
11,1,0.96098683,2.4115192,-3.2333851,0.033237344,-0.038920438,0.94915225,0.31481742
12,1,1.0499565,3.4304208,-1.1623627,0.017727786,-0.0018504783,-0.70471869,0.70948683
13,1,0.95467452,4.1002848,5.9092129,0.059220641,0.017442683,-0.92018504,-0.39148371
14,1,0.97427692,-8.9818928,-2.5968936,-0.21760917,0.039210569,-0.41524874,-0.90970791
15,1,0.99898403,0.98351833,-4.5349166,-0.02827442,0.0034072506,-0.98220503,0.18781181
16,1,0.95761294,-4.3524117,4.9762216,-0.069179442,0.07976472,-0.25251228,-0.96759369
17,1,0.95978179,-6.1047479,4.1468206,-0.040513178,0.019310408,0.40649183,0.91365442
18,1,1.0371858,-4.9765473,2.6604535,-0.040935791,-0.0070314203,-0.86023171,-0.50990332
19,1,1.0312398,1.3751471,2.3561642,0.015469236,-0.022046971,-0.070882769,-0.99748465
20,1,0.99929568,-1.9904779,0.044390064,-0.009641051,0.018082862,0.69436342,-0.71962452
21,1,1.0109345,-5.5323105,-0.86038334,-0.0025996845,-0.028576842,0.99991644,-0.012927268
22,1,0.97558456,-4.213862,-6.6390954,0.025860447,-0.11051426,0.99625237,-0.086494044
23,1,0.97894475,3.3537502,2.2077447,0.022801526,0.028781568,-0.92137332,-0.3886788
24,1,0.98438329,-2.5942263,-8.1444582,-0.031004056,-0.013250114,0.090304807,-0.99591417
25,1,1.0478007,7.3847632,-4.6655195,0.044377777,-0.020778599,-0.83292877,0.55338022
26,1,0.99029578,3.3218305,4.0852411,0.028913518,0.042605315,-0.93152297,0.3636825
27,1,1.0255129,-3.8032776,-1.8659538,-0.016211964,-0.021068601,-0.84497565,0.53480477
28,1,0.99093793,-3.4120057,3.522804,-0.038218821,0.059223865,-0.9979149,0.064543451
29,1,0.98945497,-0.30216856,3.8124015,0.019973631,0.049470557,-0.30166301,0.95341461
30,1,1.0324303,4.4193539,0.55460765,0.036060151,0.011363156,0.52518547,0.85098779
31,1,0.98641961,-5.4674961,-2.755514,0.011228531,-0.013183372,-0.22246801,0.97493999
32,1,0.96224107,-3.5985349,7.1146904,0.051187582,0.011830281,-0.92793963,-0.37273053
33,1,1.0482294,-2.0787596,4.9655351,0.01495101,0.020483294,-0.81640483,-0.57748
34,1,0.99256675,2.8276882,-5.1611183,-0.0017753397,0.0024652793,0.085591663,-0.9963303
35,1,1.0031285,-4.3056298,-4.2554493,-0.042122294,-0.046523832,0.72387884,-0.68992712
36,1,0.96424345,-0.9523696,-5.0733545,-0.019923624,-0.060952238,0.72123208,-0.6926935
37,1,0.97698043,8.0794042,-0.083747814,0.045789593,-0.0083120055,-0.99991531,-0.013014646
38,1,0.96894309,-7.2971897,-2.9699124,-0.16679683,0.32884241,0.91815661,0.39621767
39,1,1.0273204,-0.22922912,8.2234909,0.14509801,0.10471171,-0.8796242,-0.47566928
40,1,0.96148565,1.5792419,-1.0596019,0.020394486,0.027755555,0.74358472,0.66864174
