flag,type,radius,x,y,vx,vy,nx,ny
0,1,0.967883,2.4558696,0.67020266,-0.0079595947,-0.0016929154,0.5400635,-0.84162427
1,1,1.0424056,-5.6534224,-6.413483,0.034218432,0.031925414,0.28809648,0.95760139
2,1,1.046261,-0.61794566,1.9431777,-0.0027737292,0.015395362,-0.83786494,-0.54587759
3,1,0.99121082,6.7280338,-4.3786435,0.023977083,-0.043091911,0.99978594,-0.020690139
4,1,1.0084616,0.48136665,7.5049571,-0.006957635,0.042828718,-0.98919068,-0.14663491
5,1,1.0384703,5.3649709,2.2167402,0.0048543615,0.024801003,0.995826,-0.091272049
6,1,1.0069298,-3.2253286,1.4712716,0.0020825636,-0.01128383,0.51870714,-0.85495199
7,1,0.9705324,6.3199596,0.53756795,-0.002304443,0.025483005,-0.86528331,0.50128315
8,1,1.0272109,0.80245524,-2.7099713,-0.0030693006,-0.023290641,-0.31635767,-0.94863999
9,1,1.0063998,-2.2955473,-1.4961884,0.0089111416,-0.0038957331,-0.98633844,0.16473154
10,1,0.97662792,0.58328767,0.52398193,-0.008586756,-0.0038013505,-0.17885921,-0.98387468
11,1,0.96098683,2.6108486,-3.1187527,-0.0032926366,0.0015769923,-0.96283668,0.27008429
12,1,1.0499565,3.4259153,-1.2855353,-0.0025050242,0.0011190032,0.7207223,-0.6932239
13,1,0.95467452,4.310859,5.9221251,-0.0086864607,0.017988568,0.11818983,0.99299102
14,1,0.97427692,-9.2862206,-2.1433586,-0.038079452,-0.015879294,0.36353644,0.93157998
15,1,0.99898403,1.0418424,-4.640719,-0.0018160665,-0.022330771,-0.99953921,-0.030354059
16,1,0.95761294,-4.4964446,5.8466783,-0.007018842,0.020477955,-0.2546884,0.96702317
17,1,0.95978179,-5.7300773,4.2427426,-0.010695168,0.0091127908,-0.30053358,-0.95377123
18,1,1.0371858,-4.9535171,2.4287386,-0.0058978308,0.0054947754,-0.52001442,0.85415748
19,1,1.0312398,1.3996886,2.3378292,0.001433267,-0.0018073768,0.44888658,-0.89358874
20,1,0.99929568,-1.67823,0.30474285,0.015380523,-0.0029192666,0.23013959,-0.97315763
21,1,1.0109345,-5.8723554,-1.0080719,-0.0063919517,-0.023348021,-0.51604548,-0.85656119
22,1,0.97558456,-3.7838148,-7.0762924,0.024444532,-0.016806533,0.69566108,0.71837014
23,1,0.97894475,3.3901775,2.3591794,-0.0038607236,0.0089826992,0.56395241,0.82580729
24,1,0.98438329,-2.3975174,-9.0109223,-0.032427815,-0.017270433,-0.89992217,0.43605055
25,1,1.0478007,8.2780228,-5.6764025,0.025207162,-0.049984297,-0.67655516,0.73639196
26,1,0.99029578,3.2692137,4.3073226,0.0063467465,0.011122642,0.088713735,0.99605716
27,1,1.0255129,-4.1390792,-1.9949494,0.01766251,0.022902328,0.73544262,0.67758701
28,1,0.99093793,-3.847349,4.0549272,-0.011142114,0.0096409206,0.20948278,-0.97781234
29,1,0.98945497,-0.45007191,3.8563625,-0.012122256,0.028898302,-0.70076205,0.71339509
30,1,1.0324303,4.3488953,0.52604374,-0.0048877081,0.01077082,0.038351081,-0.99926433
31,1,0.98641961,-5.7592401,-2.8781111,0.040717011,-0.016710995,-0.37162272,-0.92838384
32,1,0.96224107,-3.3416462,7.3597552,0.0041940564,0.0120559,0.31115191,-0.95036019
33,1,1.0482294,-2.1045944,4.9946609,-0.004370069,0.018001042,0.94039865,0.34007407
34,1,0.99256675,2.9713146,-4.9926368,0.01164292,0.001107108,-0.93542653,0.35352115
35,1,1.0031285,-4.5462249,-4.3278272,-0.008642709,-0.03929546,-0.9263683,-0.37661886
36,1,0.96424345,-1.7469288,-6.7688965,-0.012961249,-0.028294046,-0.50533983,-0.86292043
37,1,0.97698043,8.0455132,-0.15639357,0.05541125,0.092585699,0.96802544,-0.25085203
38,1,0.96894309,-7.5127293,-2.9066351,0.016940948,0.10695077,0.99776103,0.066879906
39,1,1.0273204,0.26224356,9.7272558,0.073504322,-0.047633821,0.12270468,-0.99244323
40,1,0.96148565,1.5615312,-1.0030536,-0.01361888,-0.013085516,-0.3548418,-0.93492636
41,1,1.0327102,-9.0482573,2.7554394,-0.13516426,-0.15974824,-0.89825971,0.439465
42,1,1.002963,-10.936573,-7.6438344,-0.090429,-0.03412105,0.91896578,0.39433728
43,1,0.97858446,5.6102745,7.313503,-0.00339217,0.0096768282,-0.94911479,-0.31493033
44,1,0.97221952,1.0875609,-7.9798609,0.002286602,-0.035314103,-0.2481291,-0.96872697
45,1,1.0045517,5.4047872,-1.11933,0.0041310441,0.004780631,0.22945218,-0.97331994
46,1,0.967105,6.9124137,3.3686631,0.02555985,0.018880444,-0.11390353,-0.99349181
47,1,1.0193432,-8.1558506,0.89219131,-0.037601278,0.0049777201,0.76859353,-0.63973743
48,1,1.0427845,5.2014861,4.2140042,0.015721739,0.027140926,0.29798261,-0.9545713
49,1,0.98195064,-0.36527583,-1.1254238,0.0057412304,-0.0088258277,0.95997539,0.28008438
50,1,0.96729188,2.5204097,-6.8455691,-0.0083840697,0.0030520372,-0.99690161,-0.078658636
51,1,1.0073164,9.4876421,-1.3420037,0.060394644,0.027760081,0.88162755,0.47194583
52,1,0.96008403,6.6396251,5.5719822,0.028117564,0.017412688,0.99958882,-0.028673744
53,1,0.98341422,-7.7709904,-1.0154753,-0.036786389,0.017927889,-0.057843832,-0.99832564
54,1,0.99866684,-2.9434965,-5.3392428,-0.0025487729,-0.020108729,-0.83673268,0.54761156
55,1,1.0051716,7.8659891,1.7240413,0.0088818241,0.037966129,-0.99971158,0.024015802
56,1,0.98738085,0.1265404,-6.336828,-0.010755818,-0.032737837,-0.99503003,-0.099575282
57,1,1.0289861,6.2620194,-6.1607016,0.025805528,-0.041130677,0.75952411,0.65047916
58,1,0.95418023,7.5128325,-1.7762139,-0.26900511,0.3609594,0.68079572,0.73247333
59,1,0.99040605,1.4045055,4.3236221,-0.0021871297,-0.0063104001,-0.46106912,-0.88736422
60,1,0.97943613,8.7190258,8.9709052,-0.10870325,-0.13992102,-0.46047553,-0.8876724
61,1,0.95792436,0.069335081,5.6437425,0.020017449,0.031864793,-0.54319629,0.83960573
62,1,0.98252151,-1.0308231,-2.9389199,0.00096382027,-0.0088649209,0.46628764,0.88463317
63,1,0.9755206,-5.2312565,7.617501,-0.014026912,0.018922813,-0.046220001,0.99893128
64,1,0.97317022,10.667361,4.0779975,0.03596891,0.021241136,-0.99301322,0.11800314
65,1,1.0320983,8.5361864,-3.8315707,0.043729798,-0.077834148,-0.49764115,0.86738301
66,1,0.95074393,4.8692084,-4.7507726,0.022623755,-0.024160015,0.31298872,-0.94975684
67,1,0.96251871,-4.2132956,-0.081851799,-0.01757755,0.0025678605,-0.97978498,0.20005349
68,1,1.0497903,-1.4443484,6.8344395,0.0019036779,0.015075677,-0.79096297,0.61186402
69,1,0.97280019,4.4220422,-2.9470528,-0.01946802,-0.01276653,-0.83901511,0.54410812
70,1,1.025553,1.9402468,-11.523113,-0.01982314,0.00047497616,-0.57874362,0.81550955
71,1,1.0461716,-10.718631,4.0187492,0.0030092704,-0.014738829,0.27267957,-0.96210491
72,1,0.99804046,-2.8228691,-3.4199729,-0.0087544896,-0.012991816,0.62416972,-0.78128878
73,1,0.95569326,-6.0571914,0.82347871,0.0056648274,-0.0024083012,-0.76873946,0.63956208
74,1,0.96466146,4.3518504,-6.5395874,0.012346346,-0.027196242,-0.64235875,-0.7664041
75,1,1.0072137,-2.2157911,3.0492243,-0.0086642167,0.016131624,-0.70778471,0.7064282
76,1,0.95528204,-0.69195369,-8.2798007,-0.0097313677,-0.032115397,0.65702857,-0.75386567
77,1,0.95581147,11.730181,-3.7338995,0.14198607,-0.052893283,0.213459,0.97695202
78,1,1.0209175,2.3555609,6.1007949,-0.0022036695,-0.0008298535,0.84684764,-0.53183557
79,1,0.99443579,-3.3309479,9.322915,-0.037271314,0.012443967,-0.97109171,0.2387067
80,1,0.97858453,-10.636274,-3.6052272,-0.079254262,0.04509706,0.041723009,0.99912922
81,1,0.99923727,-6.4269775,6.0597613,-0.017928613,0.01613476,0.19206533,0.98138214
82,1,0.97770441,-6.4350396,-4.5886309,-0.026504038,0.012392051,0.64217318,-0.7665596
83,1,0.95311038,-1.9223925,10.908589,-0.42152787,0.31081641,-0.371922,-0.92826399
84,1,1.0395694,9.7838551,2.3386942,0.01696808,0.034173665,-0.82680204,0.56249301
85,1,0.98053047,10.059896,7.5818181,0.031753291,0.018649455,0.82265208,-0.56854513
86,1,1.0053332,-4.3350319,-8.9611001,-0.20573086,-0.092453436,-0.78229996,0.62290189
87,1,0.97350925,-1.0726791,-4.8410172,0.0015784733,-0.018862077,-0.43599888,-0.89994721
